Date,50_day_MA,200_day_MA,OBV,Acc/Dist
2021-11-10,147.4629998779297,137.07509998321532,3023263400,1634868822.5818138
2021-11-11,147.37019989013672,137.12899997711182,2982263400,1602771794.1219923
2021-11-12,147.2970001220703,137.2191499710083,3046067400,1648658728.0336273
2021-11-15,147.21100006103515,137.29844997406005,3105290200,1616992876.2511604
2021-11-16,147.09720001220703,137.37849994659425,3164546400,1649239085.6817615
2021-11-17,147.06480010986328,137.47624996185303,3253353400,1671164157.569402
2021-11-18,147.14079986572267,137.57864994049072,3391181100,1769752470.9444752
2021-11-19,147.37239990234374,137.69759998321533,3508486700,1862499626.5152857
2021-11-22,147.60179992675782,137.8181499862671,3625954600,1746031667.537755
2021-11-23,147.86760009765624,137.94515003204344,3721996500,1814733270.24702
2021-11-24,148.12580017089843,138.07790004730225,3791460100,1873082863.8358872
2021-11-26,148.28620025634766,138.18630001068115,3714500300,1813057883.467139
2021-11-29,148.56980041503905,138.31065006256102,3803248500,1831547585.5137162
2021-11-30,149.0170004272461,138.4712000656128,3977296600,1991920416.6824837
2021-12-01,149.4438006591797,138.64085010528564,3825244100,1852517278.2864273
2021-12-02,149.8020004272461,138.81110004425048,3688504900,1970454716.031939
2021-12-03,150.10220031738282,138.970950050354,3570481800,1947930903.5963302
2021-12-06,150.4702005004883,139.1675500869751,3677978800,1902543686.379359
2021-12-07,150.98640045166016,139.39415004730225,3798384200,1993218727.9302897
2021-12-08,151.64980041503907,139.6428000640869,3915383100,2071069562.4812295
2021-12-09,152.28440032958986,139.91065006256105,3806459400,2011411626.7314734
2021-12-10,153.04340026855468,140.2016000366211,3921862100,2118404046.8106709
2021-12-13,153.70520050048827,140.4413500595093,3768625100,1974918795.008517
2021-12-14,154.4090005493164,140.68740005493163,3629244700,1942404880.5990295
2021-12-15,155.17280059814453,140.97360008239747,3760308000,2066176872.9144597
2021-12-16,155.77800048828124,141.23425006866455,3610122200,1959644537.0774512
2021-12-17,156.33500061035156,141.48285007476807,3414689500,1914146710.1460836
2021-12-20,156.87200073242187,141.74980007171632,3307190400,1964450560.4835382
2021-12-21,157.4756008911133,142.00930011749267,3398376300,2046250062.821722
2021-12-22,158.15820098876952,142.28760009765625,3490511600,2127458224.3914413
2021-12-23,158.86560089111327,142.55920009613038,3558868200,2146493662.9942014
2021-12-27,159.59700103759766,142.85570011138915,3633787800,2217387885.0461726
2021-12-28,160.2860009765625,143.13220008850098,3554643500,2181207276.253305
2021-12-29,160.9426010131836,143.40125011444093,3616992400,2180957017.163928
2021-12-30,161.53140106201172,143.66845008850098,3557219400,2126486466.644024
2021-12-31,162.09760131835938,143.95365013122557,3493157100,2082586726.8519151
2022-01-03,162.7482012939453,144.2637501144409,3597645000,2151908054.565664
2022-01-04,163.36840118408202,144.54530010223388,3498334600,2082754776.7667599
2022-01-05,163.89400115966797,144.80720008850096,3403797000,1997790564.9912765
2022-01-06,164.3476010131836,145.06675010681153,3306893000,1919949660.2043574
2022-01-07,164.81400085449218,145.3246501159668,3393602100,1896808599.8683698
2022-01-10,165.20640075683593,145.57955013275148,3500367700,1988286873.6116347
2022-01-11,165.71200073242187,145.8480001449585,3576506000,2060932899.0652003
2022-01-12,166.24340057373047,146.1261501312256,3651311200,2031137345.2142718
2022-01-13,166.68680053710938,146.37635013580322,3566805400,1960628680.1455126
2022-01-14,167.11840057373047,146.6267001724243,3647246200,1998606856.4983816
2022-01-18,167.4952005004883,146.8462001800537,3556289500,1930316722.0436292
2022-01-19,167.79420043945314,147.04630016326905,3461474500,1846200444.490973
2022-01-20,168.0756002807617,147.22935012817382,3370054000,1765750465.3622222
2022-01-21,168.30760040283204,147.38960014343263,3247205100,1649607996.1683257
2022-01-24,168.58160034179687,147.53270011901856,3084910500,1782860089.0348475
2022-01-25,168.81980041503905,147.6754000854492,2969112100,1778421790.6553655
2022-01-26,169.0138003540039,147.80170013427735,2860836800,1731782571.8851743
2022-01-27,169.19820037841797,147.93765014648437,2738882200,1651064544.5752232
2022-01-28,169.58480041503907,148.11680015563965,2918817900,1830046739.5915632
2022-01-31,170.0106002807617,148.31990013122558,3034359500,1936328132.8126655
2022-02-01,170.345400390625,148.5187501525879,2948145600,2006867061.8864021
2022-02-02,170.65120025634766,148.73240013122557,3033059900,2089116817.9489212
2022-02-03,170.88880004882813,148.929400100708,2943641800,2033555918.5296426
2022-02-04,171.1083999633789,149.13165008544922,2861176400,2033555918.5296426
2022-02-07,171.30279998779298,149.31835006713868,2783925200,1992870632.2991738
2022-02-08,171.6632000732422,149.51890007019043,2858754400,2047847092.2909217
2022-02-09,171.98399993896484,149.72835006713868,2930039400,2088989118.6581092
