Date,50_day_MA,200_day_MA,OBV,Acc/Dist
2020-05-11,,,31907600,-8962815.135357553
2020-05-12,,,3944700,-35056768.725096114
2020-05-13,,,-31506900,-57598301.36149363
2020-05-14,,,3645600,-29710290.95358151
2020-05-15,,,-22453400,-39991721.29089395
2020-05-18,,,8051000,-22547377.40023446
2020-05-19,,,-11546300,-40943283.13426389
2020-05-20,,,9006100,-41960714.84464857
2020-05-21,,,-5615300,-49586242.95690632
2020-05-22,,,-19173200,-50743620.04917551
2020-05-26,,,22060700,-37842224.43771613
2020-05-27,,,61462700,-23665832.54506053
2020-05-28,,,36748800,-41975008.01942681
2020-05-29,,,10222400,-56785615.78550972
2020-06-01,,,25399200,-54576808.197682336
2020-06-02,,,46594200,-58747697.20674876
2020-06-03,,,72535300,-41543256.23097703
2020-06-04,,,99320000,-17142509.27784189
2020-06-05,,,141551000,-36362958.67011884
2020-06-08,,,166432800,-27847975.274394013
2020-06-09,,,149401700,-24987769.340927117
2020-06-10,,,124488400,-47655676.17365032
2020-06-11,,,88229200,-74274561.4139535
2020-06-12,,,113086000,-65901692.56460812
2020-06-15,,,135239600,-45182501.38177701
2020-06-16,,,157433200,-48213660.66454237
2020-06-17,,,141793400,-61317238.14294867
2020-06-18,,,125201500,-66662670.769950986
2020-06-19,,,84830300,-84501200.52423292
2020-06-22,,,68613400,-95887542.03474908
2020-06-23,,,83994800,-110108056.59139906
2020-06-24,,,61075000,-126686296.30528155
2020-06-25,,,86818600,-104201382.36723614
2020-06-26,,,44922300,-131427864.31071527
2020-06-29,,,63422000,-136793569.17041352
2020-06-30,,,82559000,-128644411.28240114
2020-07-01,,,63803300,-144180802.72239226
2020-07-02,,,35957700,-158608983.8014862
2020-07-06,,,54583000,-144315098.9636336
2020-07-07,,,28825800,-162222487.41272187
2020-07-08,,,47588000,-144434787.80806494
2020-07-09,,,21987200,-162370686.7328698
2020-07-10,,,50941400,-140057897.77723855
2020-07-13,,,83020600,-142168343.91911548
2020-07-14,,,125752300,-144363001.35536045
2020-07-15,,,148260700,-148455402.23852086
2020-07-16,,,165147600,-146874230.74218696
2020-07-17,,,149009900,-162679123.9984399
2020-07-20,,,134551800,-176113615.78162953
2020-07-21,96.73100021362305,,152349900,-167768425.18254885
2020-07-22,96.9054002380371,,138078700,-169305275.96852368
2020-07-23,97.14440032958984,,150948900,-163336410.22180903
2020-07-24,97.42940032958984,,138204700,-171421492.04170614
2020-07-27,97.6170004272461,,126245600,-171421429.5480422
2020-07-28,97.845400390625,,137999900,-169307345.88593122
2020-07-29,98.03000045776368,,150743400,-156845978.41221887
2020-07-30,98.1970004272461,,135908600,-154651541.60501742
2020-07-31,98.30320037841797,,121373600,-145134592.24965572
2020-08-03,98.42180038452149,,108410800,-154329139.1100734
2020-08-04,98.54340042114258,,95044600,-152585567.50142893
2020-08-05,98.57120040893555,,110305500,-151309225.02928317
2020-08-06,98.4886003112793,,120787600,-152384338.49811998
2020-08-07,98.47900024414062,,135531300,-138747680.02024913
2020-08-10,98.54560028076172,,150521200,-144639233.32271066
2020-08-11,98.65000030517578,,182039800,-168783732.6251253
2020-08-12,98.7302003479004,,162799000,-177996463.78214207
2020-08-13,98.6922004699707,,149200400,-180052021.21902218
2020-08-14,98.61160049438476,,161334800,-179474118.00660202
2020-08-17,98.38120040893554,,146346800,-192277629.55261928
2020-08-18,98.07860046386719,,133100300,-202564064.50247416
2020-08-19,97.8388005065918,,146633300,-213570823.7391278
2020-08-20,97.66500061035157,,132960700,-214571220.65262383
2020-08-21,97.6672006225586,,120732400,-221098013.60501727
2020-08-24,97.67100051879883,,138630700,-205124280.93809357
2020-08-25,97.65600051879883,,152279600,-210007871.75517362
2020-08-26,97.59660049438476,,140227200,-221270078.94560307
2020-08-27,97.65400039672852,,162391100,-202749595.30678055
2020-08-28,97.73060028076172,,176147800,-198164077.23044434
2020-08-31,97.77820037841796,,161928400,-210145165.79484904
2020-09-01,97.84600036621094,,150332800,-207800733.5062831
2020-09-02,97.920400390625,,164808500,-196852729.00238508
2020-09-03,98.05380035400391,,141527300,-212748140.27880955
2020-09-04,98.16500030517578,,167852800,-209594620.33110273
2020-09-08,98.31160034179688,,145744200,-226946409.56786412
2020-09-09,98.46900039672852,,159178200,-223855931.30263403
2020-09-10,98.58440048217773,,143255400,-237602204.53826717
2020-09-11,98.74060043334961,,157039700,-228334797.16061735
2020-09-14,98.93680038452149,,176057100,-227333874.0635888
2020-09-15,99.02240036010743,,152374100,-249229485.18852377
2020-09-16,99.17000030517578,,171644700,-253213754.9400046
2020-09-17,99.2752001953125,,153354600,-252428292.62366033
2020-09-18,99.41660018920898,,133233000,-254685875.98037812
2020-09-21,99.39740020751952,,104854200,-245141547.97712108
2020-09-22,99.32980010986329,,85597200,-252786348.2562258
2020-09-23,99.22040008544921,,65644500,-271552354.2891315
2020-09-24,99.07900009155273,,47278000,-273816668.65744764
2020-09-25,98.94820007324219,,60571100,-264116301.35046116
2020-09-28,98.90820007324218,,81465200,-255693810.2200696
2020-09-29,98.86919998168945,,68617000,-253124193.28457847
2020-09-30,98.80639984130859,,85017600,-252447927.09271836
2020-10-01,98.77199981689454,,100796300,-251178311.3090602
2020-10-02,98.75019973754883,,115945900,-242088524.89025438
2020-10-05,98.76539978027344,,129817800,-231603932.1372869
2020-10-06,98.78779968261719,,110597400,-244972211.01250866
2020-10-07,98.83599975585938,,126955900,-240687744.68174723
2020-10-08,98.8779997253418,,142614900,-227199293.28144884
2020-10-09,98.96159973144532,,128925800,-225967324.4124303
