Date,50_day_MA,200_day_MA,OBV,Acc/Dist
2020-05-08,,,33326000,40672.93622030171
2020-05-11,,,66044000,13240616.215933649
2020-05-12,,,32126000,-19535970.117813535
2020-05-13,,,-8242000,-31283055.646213412
2020-05-14,,,28418000,4279513.582695447
2020-05-15,,,69962000,42274108.76146522
2020-05-18,,,117056000,70853057.38576135
2020-05-19,,,85470000,41425490.66369663
2020-05-20,,,123732000,70763233.35361007
2020-05-21,,,92838000,74472956.88407923
2020-05-22,,,121382000,92819966.54679045
2020-05-26,,,165972000,55062973.25923548
2020-05-27,,,134288000,76298892.71259812
2020-05-28,,,99118000,70827357.34968865
2020-05-29,,,136162000,96410046.66557914
2020-06-01,,,161324000,104075917.48030025
2020-06-02,,,184766000,126005530.38352606
2020-06-03,,,157034000,122608836.70904134
2020-06-04,,,130052000,108296278.37052236
2020-06-05,,,172694000,137091664.29681647
2020-06-08,,,206572000,168317088.61881977
2020-06-09,,,240196000,160386839.05666915
2020-06-10,,,271958000,164303286.28047997
2020-06-11,,,224814000,123345866.16607492
2020-06-12,,,261490000,127509723.72153719
2020-06-15,,,291958000,151110413.6773755
2020-06-16,,,322606000,158484321.14976016
2020-06-17,,,353216000,167247733.32296738
2020-06-18,,,318354000,152940577.72123656
2020-06-19,,,265570000,123506147.08880538
2020-06-22,,,295012000,152410348.45133674
2020-06-23,,,332764000,162110670.098071
2020-06-24,,,301172000,134244367.7411036
2020-06-25,,,325130000,155636316.0702058
2020-06-26,,,227490000,75948128.48486109
2020-06-29,,,272564000,119407679.1827805
2020-06-30,,,312850000,146761273.22580314
2020-07-01,,,355032000,173004902.78952736
2020-07-02,,,412250000,173417311.23500943
2020-07-06,,,456962000,190099598.1111647
2020-07-07,,,414598000,148325188.05446303
2020-07-08,,,446364000,154604307.544707
2020-07-09,,,488200000,170303581.78028846
2020-07-10,,,524118000,202100969.92560396
2020-07-13,,,481164000,166125477.25660402
2020-07-14,,,519272000,200223187.91459078
2020-07-15,,,488246000,199900893.20127833
2020-07-16,,,461762000,224487727.5301474
2020-07-17,,,496026000,240950043.56058058
2020-07-20,72.02695022583008,,526192000,266412144.2396442
2020-07-21,72.19853012084961,,498706000,244195042.37429172
2020-07-22,72.35979019165039,,523188000,264285797.53979337
2020-07-23,72.50136016845703,,489278000,239336560.97212583
2020-07-24,72.661240234375,,459376000,253729024.94073126
2020-07-27,72.83381011962891,,486500000,263372286.3243669
2020-07-28,72.96440017700195,,455590000,240053463.03088167
2020-07-29,73.10273010253906,,478266000,248040988.59893483
2020-07-30,73.26670013427734,,514308000,280109877.47224903
2020-07-31,73.34549011230469,,422840000,310372158.2133553
2020-08-03,73.42150009155273,,377358000,303500189.5288036
2020-08-04,73.48156005859374,,340146000,290012770.13841957
2020-08-05,73.53928009033203,,369280000,285296725.04469776
2020-08-06,73.62395004272462,,402586000,316044376.15658826
2020-08-07,73.70408004760742,,374868000,308160160.05231243
2020-08-10,73.76738006591796,,354322000,314394779.16950554
2020-08-11,73.8130500793457,,323224000,287828893.9910845
2020-08-12,73.8779800415039,,345736000,302862095.51295424
2020-08-13,73.95537994384766,,368124000,293614077.6438739
2020-08-14,74.04570999145508,,346182000,283556025.88607574
2020-08-17,74.12192993164062,,366172000,287494190.85597265
2020-08-18,74.22966995239258,,394550000,313344451.341605
2020-08-19,74.32220001220703,,364078000,292607406.0463957
2020-08-20,74.43375,,390460000,314464487.7148149
2020-08-21,74.60742004394531,,355622000,310871206.616719
2020-08-24,74.7796499633789,,381260000,300597756.61920637
2020-08-25,74.96475997924804,,406410000,320831447.9591223
2020-08-26,75.16241989135742,,458598000,355572829.04305303
2020-08-27,75.3383999633789,,427248000,345087200.4414445
2020-08-28,75.54370986938477,,449666000,362035932.577204
2020-08-31,75.74859985351563,,423244000,347191644.46589476
2020-09-01,75.95301986694336,,445896000,363526379.6028078
2020-09-02,76.20642990112304,,495418000,399959698.53934646
2020-09-03,76.40323989868165,,431692000,366339479.62897134
2020-09-04,76.54334991455079,,375842000,360272161.47789323
2020-09-08,76.70440994262695,,321810000,325888353.41437286
2020-09-09,76.85447006225586,,361052000,338251904.4915856
2020-09-10,76.96247009277344,,328028000,312674564.5383345
2020-09-11,77.03623016357422,,297322000,312540198.60744005
2020-09-14,77.07513015747071,,254662000,275996706.22654927
2020-09-15,77.11060012817383,,277704000,273723454.7701206
2020-09-16,77.1327700805664,,255576000,252112737.40727317
2020-09-17,77.11621002197266,,215568000,266435952.1771265
2020-09-18,77.04863998413086,,152512000,241998835.28590593
2020-09-21,76.93977005004882,,95604000,268702314.88569856
2020-09-22,76.8873599243164,,129554000,294477371.657853
2020-09-23,76.77588989257812,,91828000,266796531.2183751
2020-09-24,76.68186981201171,,126380000,272175987.5728695
2020-09-25,76.60600982666016,,156706000,291595561.09125507
2020-09-28,76.54781982421875,,187490000,289348040.32528496
2020-09-29,76.44999984741212,,219306000,300024396.5326346
2020-09-30,76.35967987060548,,178382000,285558392.01112735
2020-10-01,76.28272979736329,,211266000,292631740.8230871
2020-10-02,76.22157974243164,,180044000,277671142.7631886
2020-10-05,76.19619979858399,,201646000,295990330.9529656
2020-10-06,76.1177899169922,,175550000,277833428.1058861
2020-10-07,76.07327987670898,,211658000,294078991.17744946
2020-10-08,76.0331999206543,,237734000,309530756.8755168
2020-10-09,76.0052798461914,,270700000,338782295.10844505
2020-10-12,76.08191986083985,,326044000,349510445.4456507
2020-10-13,76.16622985839844,,365116000,335298257.41687006
2020-10-14,76.25636978149414,,331942000,332789422.7305499
