Date,50_day_MA,200_day_MA,OBV,Acc/Dist
2020-05-11,,,30892700,20683644.72178836
2020-05-12,,,-1145500,-8515837.093818128
2020-05-13,,,-45857000,-15005225.627594663
2020-05-14,,,-3983100,24194037.930467807
2020-05-15,,,42627300,34665209.3762005
2020-05-18,,,77891800,29312596.372113302
2020-05-19,,,51092700,4926266.08710273
2020-05-20,,,82354000,29967972.439859692
2020-05-21,,,53234500,3260724.710617032
2020-05-22,,,74061400,3477550.8967411676
2020-05-26,,,37987800,-26316547.177823532
2020-05-27,,,77504900,10561075.138794962
2020-05-28,,,43694700,-4954094.066693362
2020-05-29,,,85825100,14910408.9356508
2020-06-01,,,63202700,32538285.113010224
2020-06-02,,,93997300,61814306.55896057
2020-06-03,,,121308300,75701216.80368304
2020-06-04,,,92546500,57014111.36956105
2020-06-05,,,132440100,89514860.04455425
2020-06-08,,,165651700,119655762.16333517
2020-06-09,,,195435600,133855180.07643111
2020-06-10,,,239307900,158098793.98730853
2020-06-11,,,186453200,107425888.14266494
2020-06-12,,,229826800,98008504.30762763
2020-06-15,,,262597000,112685306.34705842
2020-06-16,,,305153700,113718300.22798046
2020-06-17,,,330841500,98774486.6633483
2020-06-18,,,353903100,118687154.033511
2020-06-19,,,309462000,88337117.71292745
2020-06-22,,,342280900,118900982.731387
2020-06-23,,,373198300,99761889.48338972
2020-06-24,,,336457700,77080454.20344009
2020-06-25,,,364261600,101963275.33864662
2020-06-26,,,309585800,78936110.09643972
2020-06-29,,,336287400,104672630.4669406
2020-06-30,,,370597700,129812900.66826074
2020-07-01,,,402658900,138773117.0964395
2020-07-02,,,431974700,133919366.57122464
2020-07-06,,,463872300,156793162.26865977
2020-07-07,,,430271600,125808033.22804576
2020-07-08,,,463871600,153085154.01976794
2020-07-09,,,496993300,158414361.04750723
2020-07-10,,,470815700,177436686.47068432
2020-07-13,,,432680100,143975831.45571268
2020-07-14,,,470271900,176055643.24031788
2020-07-15,,,438092500,174625376.67327735
2020-07-16,,,408151800,173123941.54249734
2020-07-17,,,376516500,167317052.2821945
2020-07-20,,,413401300,198643354.17927578
2020-07-21,194.45180084228517,,375410900,169909508.29966265
2020-07-22,194.95200073242188,,425016600,205559576.16101462
2020-07-23,195.3526007080078,,357559600,144102160.20001584
2020-07-24,195.78360076904298,,317732600,160703009.96243533
2020-07-27,196.25000091552735,,347893500,188536475.8661627
2020-07-28,196.62720092773438,,324642100,169683982.90069094
2020-07-29,197.01020080566406,,344274700,180541458.066428
2020-07-30,197.4156005859375,,319195100,199876723.01208612
2020-07-31,197.80260040283204,,370239100,249411841.83247623
2020-08-03,198.46480041503906,,449222100,304261003.2493402
2020-08-04,199.060400390625,,399942000,320834834.36388016
2020-08-05,199.68780029296875,,371135600,315039928.0165662
2020-08-06,200.3786004638672,,403792400,347425865.6529696
2020-08-07,201.0002005004883,,375972000,337685828.87196344
2020-08-10,201.5002005004883,,339255500,326199398.0580324
2020-08-11,201.91120056152343,,302809000,293631998.2180638
2020-08-12,202.39680053710939,,330822100,310601994.00354666
2020-08-13,202.8636004638672,,308233200,295778041.8425289
2020-08-14,203.38320037841797,,326192100,301821870.7498391
2020-08-17,203.84480041503906,,346376900,305823228.15302664
2020-08-18,204.30740051269532,,367713100,315373760.98709786
2020-08-19,204.705400390625,,340085500,296470588.3993198
2020-08-20,205.0602005004883,,367067000,319730516.1793526
2020-08-21,205.5952005004883,,330817700,287106113.6427987
2020-08-24,206.11420043945313,,356277800,282409673.3444387
2020-08-25,206.66480041503905,,379321500,303615134.60705113
2020-08-26,207.21640014648438,,418922300,327476026.6553761
2020-08-27,207.86320007324218,,476524500,340271146.32324094
2020-08-28,208.515,,502817400,344156838.4330141
2020-08-31,209.12260009765626,,474043200,331375606.08924294
2020-09-01,209.6566000366211,,499768700,354034619.3143502
2020-09-02,210.2513998413086,,533849500,373146984.49547577
2020-09-03,210.64059997558593,,475449200,333792897.08339995
2020-09-04,210.91880004882813,,415785100,356217889.7926638
2020-09-08,211.04540008544922,,362860800,309512115.3695453
2020-09-09,211.30239990234375,,408539800,315348215.7232718
2020-09-10,211.33959991455077,,373078300,288293352.5398564
2020-09-11,211.32619995117187,,339458200,280058871.2208279
2020-09-14,211.30920013427735,,369834000,265899228.73172596
2020-09-15,211.27080017089844,,391657900,272408143.9861992
2020-09-16,211.20680023193358,,365329800,249672266.0436749
2020-09-17,211.00840026855468,,331318500,261580116.30136365
2020-09-18,210.72980010986328,,276093200,268147491.13093933
2020-09-21,210.50720001220702,,315932900,305847133.6277393
2020-09-22,210.51419982910156,,349450000,331792181.2130757
2020-09-23,210.35899963378907,,318646200,305263483.35422033
2020-09-24,210.26199981689453,,349848700,313149819.651874
2020-09-25,210.34,,379286000,331536937.2652116
2020-09-28,210.47119995117188,,411290900,319118211.38419604
2020-09-29,210.38439971923827,,387069000,301583273.61084926
2020-09-30,210.4159997558594,,420898100,314891129.6868739
2020-10-01,210.43019989013672,,448056500,310924175.8713168
2020-10-02,210.5032000732422,,414901700,285677953.95246536
2020-10-05,210.6848001098633,,436233300,306636422.47717077
2020-10-06,210.72600006103517,,407679000,289695617.80956274
2020-10-07,210.88220001220702,,433360100,311134429.93602616
2020-10-08,211.01260009765625,,453285900,322590006.3534478
2020-10-09,211.25080017089843,,479743900,348476524.9935385
2020-10-12,211.57860015869142,,520205300,360700968.2371444
2020-10-13,211.7050003051758,,549156100,361185510.12175894
2020-10-14,211.85640045166016,,525734400,353685016.44172007
2020-10-15,211.9908004760742,,503001300,369101758.6043259
